587.29	4.778e-17	5.8013	43.289	-3.0875	157.41	4.0078
589.62	3.4866e-15	2.2835	35.165	-7.2673	208.15	-3.6762
593.37	1.2693e-15	1.7312	63.265	1.2972	183.48	12.459
595.56	4.6503e-17	1.1439	225.68	-5.5349	166.97	6.5605
599.09	2.2654e-16	0.35614	209.04	-8.2595	212.83	3.1693
601.32	2.8166e-16	0.18215	46.954	-5.1363	162.64	2.9008
603.73	8.7243e-17	3.9485	238.79	-6.2343	213.18	-4.1137
607.58	8.5101e-17	1.4352	45.825	-1.6548	208.56	1.7655
610.39	7.3673e-17	0.31203	34.971	-6.2353	194.66	0.81024
613.72	2.6641e-16	4.3713	198.55	-3.7793	182.18	10.287
615.47	2.7263e-16	2.3781	74.66	-2.2211	212.37	-5.2758
619.19	2.944e-17	1.0995	213.46	-6.755	164.11	2.579
621.53	7.4894e-17	0.95934	42.996	-4.4681	208.5	-5.5815
624.72	3.358e-17	1.3532	36.63	-4.2278	210.24	-4.3202
627.62	3.8255e-17	3.7358	42.672	-0.17783	199.98	-6.0772
630.46	6.0776e-17	2.2648	193.26	-4.5872	203.7	-7.3519
634.86	2.9149e-17	2.0519	37.712	0.37867	210.46	2.6071
637	9.7232e-17	2.9148	220.99	-5.1744	200.32	-4.6307
640.5	1.3818e-17	5.4361	54.839	-0.40729	162.75	3.7541
643.72	1.2489e-17	4.4386	36.914	1.3484	171.08	6.7252
646.78	1.4268e-17	1.2299	36.082	2.7611	171.14	1.1784
649.18	1.4818e-17	3.1309	48.808	0.51331	160.65	12.33
652.86	5.2968e-17	0.31152	41.805	2.013	170.48	9.0671
656.27	1.7377e-17	3.6403	54.158	-8.214	177.1	5.4468
658.96	1.5315e-17	5.7331	212.93	-5.8077	168.38	14.277
662.81	1.2425e-17	0.10666	226.78	-8.6807	186.61	7.7073
665.05	8.1094e-18	3.7164	40.711	-4.3589	209.95	-2.6224
668.57	1e-18	5.6321	38.879	0.10405	160.12	0.53149
671.74	1e-18	3.6266	53.103	-2.2664	170.38	7.9229
702.64	3.1896e-16	2.4973	213.65	-0.84452	209.25	0.99543
705.16	5.0953e-17	3.1006	51.662	-2.2459	206.67	-2.8672
709.67	6.6267e-17	2.5616	57.082	0.53873	212.37	0.30024
713.63	8.2219e-17	1.6928	213.41	-9.8067	160.83	11.088
719.63	1.4639e-17	4.0742	45.846	-1.4296	211.61	3.4628
724.17	1.8526e-17	0.45132	23.717	-1.9322	159.87	3.19
728.68	2.4489e-18	0.23606	207.54	-11.486	205.78	-7.6141
735.29	7.7586e-18	1.4361	53.893	2.1965	168.93	5.3906
741.26	1e-18	1.7709	201.29	-1.8996	173.36	6.3681
747.19	6.8106e-18	4.9548	195.87	-1.6915	171.71	8.423
753.28	2.4639e-17	3.6959	200.59	-7.7871	203.99	-0.43976
759.97	1e-18	1.2051	205.07	-2.2211	182.06	7.9825
944.7	1.0109e-18	4.2365	174.72	6.5966	101.9	18.297
948.41	4.3554e-18	0.22563	173.39	-0.58805	99.454	16.738
954.71	1e-18	1.7797	171.35	4.7286	110.38	5.0265
962.58	1e-18	4.8433	167.46	4.0064	89.721	24.735
971.7	1e-18	2.1466	179.47	-1.9021	100.92	30.092
981.85	1e-18	4.4956	182.51	8.5315	96.177	19.461
992.93	1e-18	5.5442	192.41	1.9505	107.75	22.306
1004.8	1e-18	1.3783	169.55	3.0503	113.57	14.95
1017.5	1e-18	1.3076	187.42	5.0152	99.638	22.812
1030.9	1e-18	2.5269	188.98	2.5837	99.4	12.215
1044.9	1e-18	5.7938	193.94	4.5199	104.01	6.4671
1059.6	1e-18	4.2667	181.24	-0.70829	107.15	20.686
1074.8	1e-18	5.9802	186.75	-0.3435	113.57	14.336
1090.6	1e-18	4.4643	210.13	2.9648	107.81	9.1653
1106.9	1e-18	5.1311	183.12	2.7665	117.23	12.261
1192	1e-18	4.523	200.81	1.2837	117.09	18.682
1194.9	1e-18	4.9926	178.59	-0.86949	97.162	15.765
1198.5	1e-18	4.896	175.44	3.8721	97.11	10.843
1202.5	1e-18	3.5615	173.57	4.2094	115.3	13.501
1206.6	1e-18	1.879	185.27	3.3868	107.58	10.985
1210.9	1e-18	5.5185	175.65	3.64	118.22	13.642
1215.4	1e-18	0.71279	168	1.8056	100.94	24.835
1220	1e-18	0.99136	163.87	5.7026	102.59	16.464
