635.53	1.4022e-13	4.8576	174.2	0.84649	121.51	23.776
639.28	3.2961e-14	1.2544	167.55	-1.6695	117.86	24.372
645.67	3.1958e-15	5.4699	171.5	-3.6567	120.2	16.366
649.79	7.9096e-13	1.4554	185.86	1.5867	106.85	18.083
651.61	2.2109e-10	6.2768	183.91	0.1625	112.19	22.5
654.36	5.7177e-12	1.0481	177.56	5.3018	109.81	21.729
661.32	1.0754e-13	5.1071	194.26	3.1342	111.17	15.7
665.24	3.6992e-16	0.90446	167.83	1.8204	106.05	22.886
675.32	2.4008e-18	3.6814	168.42	4.2463	114.22	5.829
679.31	5.3982e-17	5.6448	167.25	8.1755	123.47	17.6
685.83	3.2497e-17	6.2145	162.98	3.2532	126.52	17.24
692.26	3.5078e-14	5.4454	175.84	1.4051	109.39	13.895
699.79	5.3308e-18	5.3108	201.02	1.6435	109.82	9.6247
707.81	2.3237e-18	3.8416	162.02	3.6898	109.83	3.8498
712.37	2.2207e-15	4.1864	183.86	3.7803	104.23	13.055
718.91	1.9643e-17	0.90273	194.62	7.456	103.29	14.512
727.21	6.1025e-19	1.074	165.06	1.2937	120.08	10.896
734.27	1.9631e-17	2.6809	163.55	7.2572	115.72	10.57
740.36	7.2015e-17	3.8306	174.29	2.4412	123.81	17.851
748.81	1.9037e-17	4.2353	174.05	7.5447	118.89	11.026
756.12	1.5222e-18	2.5555	171.39	-0.18775	123.67	12.258
762.78	2.5508e-17	2.4796	190.76	6.5317	101.45	13.057
770.58	2.4028e-16	2.2309	172.79	0.98196	112.48	13.198
778.64	2.2675e-16	5.5404	174.47	1.385	112.36	11.436
784.03	5.0296e-15	3.2463	183.14	1.8475	102.54	20.326
814.03	1.7418e-16	5.2461	159.06	1.6466	108.75	30.571
814.35	9.9787e-15	4.2483	172.46	3.1504	108.67	14.55
822.88	3.1482e-18	0.16047	161.23	1.8154	109.44	8.0959
825.63	1.1412e-13	1.0941	180.03	6.2871	111.26	15.831
830.93	1.6797e-16	4.8027	153.55	-0.53312	115.2	13.77
836.09	1.7214e-16	0.94376	189.32	0.11919	95.213	11.218
841.24	5.6962e-15	3.7454	178.86	1.1068	109.63	12.814
847.13	6.1804e-18	4.0764	158.49	9.5224	119.89	12.099
853.44	1.3106e-16	1.7991	187.09	-2.8307	108.02	7.5097
858.34	4.5585e-15	3.7644	183.22	2.8632	112.05	11.642
863.57	1.2682e-17	0.39719	164.03	-2.7248	115.74	15.064
870.14	8.1297e-16	5.2383	182.03	1.4114	123.95	14.053
873.07	3.843e-15	3.4266	185.03	2.3386	98.955	24.031
874.53	9.0806e-19	6.2289	207.54	-1.7861	24.491	-5.0441
877.55	8.3389e-20	3.9233	204.62	-3.8617	308.23	5.1642
881.5	3.403e-17	1.2301	193.31	-4.044	4.2572	1.7375
882.22	1.2358e-17	1.0731	198.13	3.5664	109.24	12.718
885.9	2.172e-17	1.6457	194.34	2.7633	141.32	-3.3701
887.69	2.5678e-16	5.2322	190.7	2.93	101.87	15.546
890.61	1.8505e-17	2.2941	190.19	-3.6988	294.84	5.1781
894.68	2.6714e-17	1.2986	173.5	4.2681	103.21	13.317
895.57	2.9458e-19	0.69796	201.28	-5.1138	161.77	-2.0243
898.89	3.0091e-16	1.5647	192.24	6.7061	119.9	28.084
908.46	1.2651e-16	5.8617	176.14	7.0893	113.75	11.396
1034.2	1.4676e-17	3.6944	181.04	-7.2143	152.54	-5.7246
1036.9	3.5512e-17	3.1703	189.09	-1.8377	147.66	-6.0103
1039.8	1.1143e-19	4.3804	172.4	-10.145	28.426	11.684
1042.9	2.5636e-18	1.9946	193.47	-5.6845	18.54	3.6669
1046.1	5.27e-17	1.1584	187.93	0.81481	8.0797	4.6688
1049.3	8.3389e-20	3.3605	212.06	-7.0041	21.076	2.1968
1052.6	5.2834e-17	2.1894	187.89	-0.60956	164.99	-21.739
1055.9	7.5984e-17	1.6883	185.42	1.2001	170.69	1.5595
1059.3	5.587e-19	4.7345	196.54	-4.4384	16.984	0.94022
1062.7	8.7726e-19	0.96478	171.15	-1.0155	159.78	-3.9665
1066.1	4.7791e-19	3.808	197.53	-0.71051	22.7	9.7606
1069.5	1.1915e-19	2.083	197.01	-7.8842	299.04	9.2693
1073	8.3389e-20	3.9898	198.12	-7.1207	157.73	-3.6731
1076.5	8.3389e-20	3.8133	203.76	-3.6392	9.3074	9.4164
1080	2.3757e-19	3.0932	197.15	-5.8406	151.27	-8.4638
1083.5	7.3193e-17	0.44845	186	0.74033	19.503	8.4117
1087.1	1.066e-17	3.8598	175.32	-0.51665	23.808	3.0806
1090.7	2.0972e-19	3.6189	197.99	-4.0481	26.227	2.6189
1094.2	7.5606e-17	1.295	185	-1.3726	291.18	12.705
1097.8	3.3271e-19	4.414	197.9	2.027	155.52	2.3586
1290.9	3.2326e-17	0.93341	188.89	-2.9086	15.226	-0.60463
1294.4	9.5179e-19	1.0651	196.37	-2.2922	161.16	-3.4498
1299.6	8.3389e-20	2.2552	211.1	2.7124	161.88	6.275
1305.9	1.4941e-18	2.6839	172.06	-1.9741	292.65	7.3137
1313	2.7039e-17	2.0005	188.94	-3.7492	298.96	10.863
1320.8	8.4217e-18	4.8215	191.33	-5.0907	300.24	10.931
1329.1	1.3245e-17	4.5782	191.02	-3.8068	152.2	-3.1266
1337.9	7.6894e-17	4.0106	182.34	0.84422	13.56	5.7608
1347.1	1.348e-19	1.1792	199.06	-1.3457	157.11	-2.3175
1356.7	4.9263e-17	2.1287	181.12	-3.1817	302.29	10.175
1366.8	1.8892e-17	0.44851	176.71	-1.1158	164.2	-5.7277
1377.1	8.3389e-20	2.024	159.68	-4.2697	299.22	6.8488
