27.06	3.2807e-07	2.187	14.745	-3.1886
37.628	2.3123e-08	3.9676	331.62	-8.8566
40.291	2.1927e-09	3.6584	322.84	8.2574
51.257	3.0648e-07	4.3803	15.902	12.141
63.91	9.898e-10	2.4737	22.553	4.5059
66.64	2.0872e-10	4.7532	6.1527	10.804
74.136	8.2689e-12	1.5339	2.6797	22.317
91.587	6.3351e-08	5.4718	14.826	12.004
112.14	3.6457e-10	2.7681	30.316	8.1749
139.77	3.5765e-10	3.6568	11.774	-10.48
142.81	2.1941e-11	0.18113	7.5201	18.092
146.9	3.3675e-12	3.885	27.753	-12.729
