27.06	3.2807e-07	2.187	194.75	3.1886
37.628	2.3123e-08	3.9676	191.8	-21.404
40.291	2.1927e-09	3.6584	191.79	18.155
51.257	3.0648e-07	4.3803	175.79	-41.842
63.91	9.898e-10	2.4737	220.92	-22.083
66.64	2.0872e-10	4.7532	183.76	-27.731
74.136	8.2689e-12	1.5339	175.01	-9.1678
91.587	6.3351e-08	5.4718	176.28	0.29672
112.14	3.6457e-10	2.7681	192.97	5.5309
139.77	3.5765e-10	3.6568	166.72	-9.8576
142.81	2.1941e-11	0.18113	209.11	-22.135
146.9	3.3675e-12	3.885	200.89	2.4043
