691.86	9.4507e-11	1.7666	206.76	-6.3578	163	-9.0523
690.25	9.5123e-18	0.84231	183.11	-2.6172	319.71	4.4058
693.12	1.3413e-14	2.454	175.59	-3.5239	158.42	-5.3018
696.72	1.4407e-17	2.3412	176.56	-10.457	289.8	10.007
699.56	5.0975e-18	4.8883	187.36	3.095	307.26	6.3597
702.51	5.0356e-14	3.7869	196.79	-4.36	158.68	-3.654
705.76	1.4312e-14	3.5971	189.05	0.065605	163.02	-5.1686
709.07	1.0571e-11	1.3166	212.88	-4.4098	160.84	-5.846
712.5	4.1348e-15	2.1432	203.61	-9.2106	19.852	-4.6394
715.68	9.2946e-17	5.3435	191.91	-0.62464	170.03	-2.0116
718.96	3.7838e-17	2.9206	183.28	-2.189	7.0511	4.3394
722.47	1.8107e-17	0.76467	180.39	-0.77947	16.167	-0.21414
726.11	1.9462e-15	1.1626	183.89	1.4785	158.05	-13.987
765.54	1.0215e-15	0.27919	180.21	2.7906	166.09	-2.1321
769.6	1.1182e-15	4.3102	197.32	-3.5234	320.49	8.4337
775.8	8.5188e-15	3.0206	200.03	-1.8845	13.285	2.6134
784.2	2.0981e-17	0.72575	185.98	-4.3781	22.818	-0.21163
794.5	3.6758e-18	2.1011	189.06	-3.7262	296.34	10.988
805.65	2.9639e-19	3.3231	191.67	3.0708	292.76	15.64
874.74	1.2724e-14	0.039702	206.21	-1.8082	23.126	-4.9884
877.8	4.6267e-15	4.0355	204.62	-3.8906	307.81	5.1549
881.47	1.1134e-17	1.216	192	-4.1718	2.6852	1.6903
886.01	8.9905e-18	1.6975	193.67	2.832	142.85	-3.3896
890.91	4.6826e-19	2.4332	189.91	-3.7078	294.63	5.1994
895.59	3.4165e-14	0.70662	200.65	-5.2071	162.91	-2.039
1034.3	1.2568e-17	3.7484	180.19	-7.3477	153.79	-5.7782
1037	5.99e-19	3.243	188.36	-1.8626	148.72	-6.0218
1039.3	8.3389e-20	4.1427	171.01	-10.3	27.824	11.378
1042.8	2.7381e-19	1.9369	192.41	-5.8297	17.618	3.5688
1046	8.4532e-20	1.1105	186.72	0.83434	6.8761	4.5581
1049.2	4.9926e-17	3.323	211	-7.0859	19.915	2.1794
1052.7	6.1315e-19	2.2413	187.26	-0.62074	166.06	-22.008
1055.9	4.9662e-19	1.6896	184.76	1.2127	171.48	1.5709
1059.3	2.3479e-18	4.7205	195.56	-4.556	16.025	0.91548
1062.7	3.6612e-17	0.98626	170.15	-1.0311	160.93	-4.0134
1065.7	3.2401e-18	3.6347	196.33	-0.71598	21.528	9.6682
1070.1	7.8266e-18	2.3177	196.92	-7.9434	298.59	9.2687
1073.1	2.0945e-15	4.014	197.55	-7.2258	158.71	-3.6911
1076.3	4.2367e-17	3.7106	202.61	-3.6772	8.029	9.3687
1080.2	1.9206e-16	3.179	196.56	-5.9279	152.31	-8.4897
1083.2	1.1329e-19	0.31208	184.71	0.74355	18.29	8.3322
1087	8.3389e-20	3.8033	174.02	-0.52507	23.111	3.0037
1090.5	4.6654e-18	3.5678	196.83	-4.0779	25.138	2.5924
1095	8.3389e-20	1.6486	184.76	-1.3746	291.03	12.748
1097.8	9.0497e-18	4.3955	197.48	2.0657	156.57	2.3803
1290.9	8.3389e-20	0.94194	187.95	-2.9648	14.415	-0.59205
1294.4	8.1528e-16	1.0813	195.89	-2.3189	161.94	-3.4661
1299.6	7.1858e-18	2.2285	210.98	2.7549	162.64	6.3297
1306.4	8.3389e-20	2.8852	171.9	-1.9737	292.58	7.3313
1313.6	8.3389e-20	2.2755	188.8	-3.7732	298.56	10.864
1321.4	9.3026e-20	5.0928	191.16	-5.098	300.11	10.958
1329.1	1.9757e-18	4.6085	190.49	-3.8477	153	-3.1346
1337.7	8.3389e-20	3.9343	181.26	0.84665	12.521	5.7233
1347.1	9.8686e-16	1.1953	198.74	-1.3666	157.94	-2.3356
1357.3	8.3389e-20	2.3737	180.92	-3.201	301.88	10.173
1366.8	5.6122e-17	0.46542	176.14	-1.1231	164.84	-5.7523
1377.5	8.3389e-20	2.1973	159.24	-4.3393	298.27	6.7989
